login	uid	docid	jud	cjud
assessor574	574	214	1	1
assessor68	68	215	1	0
assessor52	52	215	1	0
assessor551	551	215	0	0
assessor267	267	215	0	0
assessor571	571	215	1	0
assessor533	533	216	0	0
assessor184	184	216	0	0
assessor192	192	216	0	0
assessor166	166	216	0	0
assessor300	300	216	0	0
assessor212	212	217	0	0
assessor225	225	217	1	0
assessor143	143	217	0	0
assessor294	294	217	0	0
assessor195	195	217	0	0
assessor155	155	218	1	1
assessor410	410	218	1	1
assessor500	500	218	0	1
assessor444	444	218	1	1
assessor136	136	218	1	1
assessor324	324	219	1	1
assessor126	126	219	0	1
assessor570	570	219	1	1
assessor337	337	219	1	1
assessor82	82	219	1	1
assessor21	21	220	0	0
assessor327	327	220	0	0
assessor486	486	220	1	0
assessor312	312	220	0	0
assessor18	18	220	0	0
assessor320	320	221	0	0
assessor251	251	221	0	0
assessor126	126	221	0	0
assessor7	7	221	0	0
assessor572	572	221	0	0
assessor496	496	222	0	0
assessor348	348	222	1	0
assessor174	174	222	0	0
assessor233	233	222	0	0
assessor132	132	222	0	0
assessor16	16	223	1	1
assessor86	86	223	1	1
assessor302	302	223	0	1
assessor157	157	223	1	1
assessor524	524	223	0	1
assessor354	354	224	0	0
assessor160	160	224	0	0
assessor133	133	224	0	0
assessor105	105	224	1	0
assessor86	86	224	0	0
assessor365	365	225	0	0
assessor128	128	225	0	0
assessor217	217	225	0	0
assessor201	201	225	0	0
assessor497	497	225	0	0
assessor128	128	226	0	0
assessor279	279	226	0	0
assessor88	88	226	0	0
assessor227	227	226	0	0
assessor263	263	226	0	0
assessor207	207	227	0	0
assessor250	250	227	0	0
assessor110	110	227	1	0
assessor536	536	227	1	0
assessor517	517	227	0	0
assessor139	139	228	0	0
assessor117	117	228	0	0
assessor258	258	228	0	0
assessor482	482	228	0	0
assessor204	204	228	0	0
assessor241	241	229	1	0
assessor71	71	229	0	0
assessor342	342	229	0	0
assessor409	409	229	0	0
assessor546	546	229	1	0
assessor544	544	230	0	0
assessor516	516	230	0	0
assessor118	118	230	1	0
assessor305	305	230	0	0
assessor533	533	230	0	0
assessor148	148	231	0	0
assessor276	276	231	0	0
assessor452	452	231	1	0
assessor62	62	231	0	0
assessor49	49	231	0	0
assessor172	172	232	0	0
assessor553	553	232	0	0
assessor283	283	232	0	0
assessor47	47	232	0	0
assessor205	205	232	0	0
assessor456	456	233	1	1
assessor489	489	233	1	1
assessor378	378	233	0	1
assessor467	467	233	1	1
assessor90	90	233	1	1
assessor367	367	234	0	0
assessor216	216	234	0	0
assessor163	163	234	0	0
assessor106	106	234	0	0
assessor212	212	234	0	0
assessor31	31	235	0	0
assessor432	432	235	1	0
assessor156	156	235	0	0
assessor222	222	235	1	0
assessor191	191	235	0	0
assessor317	317	236	0	0
assessor215	215	236	1	0
assessor465	465	236	0	0
assessor551	551	236	0	0
assessor540	540	236	0	0
assessor417	417	237	1	1
assessor98	98	237	1	1
assessor350	350	237	1	1
assessor244	244	237	1	1
assessor423	423	237	1	1
assessor269	269	238	0	0
assessor76	76	238	1	0
assessor437	437	238	0	0
assessor353	353	238	0	0
assessor91	91	238	0	0
assessor361	361	239	0	0
assessor205	205	239	0	0
assessor110	110	239	1	0
assessor531	531	239	0	0
assessor369	369	239	1	0
assessor258	258	240	1	0
assessor188	188	240	0	0
assessor125	125	240	0	0
assessor425	425	240	0	0
assessor208	208	240	1	0
assessor174	174	241	0	0
assessor498	498	241	0	0
assessor321	321	241	0	0
assessor221	221	241	0	0
assessor164	164	241	0	0
assessor223	223	242	0	1
assessor269	269	242	0	1
assessor574	574	242	1	1
assessor507	507	242	1	1
assessor181	181	242	0	1
assessor260	260	243	0	0
assessor218	218	243	0	0
assessor504	504	243	1	0
assessor270	270	243	0	0
assessor535	535	243	0	0
assessor406	406	244	0	0
assessor421	421	244	0	0
assessor17	17	244	0	0
assessor398	398	244	0	0
assessor47	47	244	0	0
assessor395	395	245	0	0
assessor410	410	245	0	0
assessor39	39	245	0	0
assessor81	81	245	0	0
assessor208	208	245	0	0
assessor529	529	246	0	0
assessor502	502	246	0	0
assessor69	69	246	0	0
assessor315	315	246	0	0
assessor263	263	246	0	0
assessor587	587	247	0	0
assessor291	291	247	0	0
assessor489	489	247	0	0
assessor67	67	247	0	0
assessor116	116	247	0	0
assessor269	269	248	0	0
assessor360	360	248	0	0
assessor588	588	248	0	0
assessor385	385	248	1	0
assessor304	304	248	0	0
assessor242	242	249	0	0
assessor243	243	249	0	0
assessor168	168	249	0	0
assessor434	434	249	0	0
assessor313	313	249	1	0
assessor92	92	250	0	0
assessor381	381	250	0	0
assessor25	25	250	0	0
assessor107	107	250	0	0
assessor510	510	250	1	0
assessor463	463	251	0	0
assessor122	122	251	0	0
assessor90	90	251	0	0
assessor456	456	251	0	0
assessor83	83	251	0	0
assessor540	540	252	0	0
assessor593	593	252	1	0
assessor190	190	252	1	0
assessor158	158	252	0	0
assessor20	20	252	0	0
assessor157	157	253	0	0
assessor118	118	253	1	0
assessor354	354	253	0	0
assessor463	463	253	1	0
assessor563	563	253	0	0
assessor337	337	254	0	0
assessor386	386	254	0	0
assessor358	358	254	0	0
assessor147	147	254	0	0
assessor407	407	254	1	0
assessor392	392	255	1	0
assessor120	120	255	0	0
assessor297	297	255	0	0
assessor561	561	255	1	0
assessor564	564	255	1	0
assessor271	271	256	1	0
assessor25	25	256	0	0
assessor269	269	256	0	0
assessor3	3	256	1	0
assessor346	346	256	0	0
assessor91	91	257	0	0
assessor451	451	257	1	0
assessor378	378	257	0	0
assessor62	62	257	0	0
assessor289	289	257	0	0
assessor208	208	258	0	0
assessor256	256	258	0	0
assessor17	17	258	0	0
assessor549	549	258	0	0
assessor493	493	258	1	0
assessor347	347	259	0	0
assessor101	101	259	0	0
assessor161	161	259	0	0
assessor379	379	259	0	0
assessor133	133	259	0	0
assessor373	373	260	0	0
assessor148	148	260	1	0
assessor581	581	260	0	0
assessor367	367	260	1	0
assessor592	592	260	1	0
assessor26	26	261	0	0
assessor349	349	261	0	0
assessor524	524	261	0	0
assessor445	445	261	1	0
assessor333	333	261	0	0
assessor460	460	262	1	0
assessor10	10	262	1	0
assessor63	63	262	0	0
assessor80	80	262	0	0
assessor27	27	262	0	0
assessor209	209	263	0	0
assessor576	576	263	1	0
assessor491	491	263	0	0
assessor437	437	263	0	0
assessor157	157	263	0	0
assessor114	114	264	0	0
assessor79	79	264	1	0
assessor292	292	264	0	0
assessor393	393	264	0	0
assessor395	395	264	1	0
assessor132	132	265	0	0
assessor153	153	265	0	0
assessor75	75	265	0	0
assessor258	258	265	0	0
assessor563	563	265	1	0
assessor533	533	266	1	0
assessor199	199	266	0	0
assessor439	439	266	1	0
assessor358	358	266	0	0
assessor131	131	266	0	0
assessor371	371	267	1	1
assessor181	181	267	1	1
assessor285	285	267	1	1
assessor105	105	267	1	1
assessor465	465	267	1	1
assessor296	296	268	1	0
assessor66	66	268	0	0
assessor325	325	268	0	0
assessor190	190	268	0	0
assessor2	2	268	0	0
assessor350	350	269	0	0
assessor436	436	269	0	0
assessor97	97	269	0	0
assessor59	59	269	0	0
assessor62	62	269	0	0
assessor494	494	270	1	1
assessor26	26	270	1	1
assessor518	518	270	0	1
assessor151	151	270	1	1
assessor192	192	270	0	1
assessor294	294	271	1	0
assessor20	20	271	0	0
assessor525	525	271	0	0
assessor351	351	271	0	0
assessor272	272	271	0	0
assessor350	350	272	0	0
assessor160	160	272	0	0
assessor286	286	272	0	0
assessor55	55	272	0	0
assessor70	70	272	1	0
assessor505	505	273	0	0
assessor562	562	273	0	0
assessor208	208	273	0	0
assessor334	334	273	0	0
assessor355	355	273	0	0
assessor32	32	274	0	0
assessor421	421	274	0	0
assessor554	554	274	0	0
assessor196	196	274	0	0
assessor126	126	274	0	0
assessor230	230	275	0	0
assessor542	542	275	0	0
assessor497	497	275	0	0
assessor406	406	275	0	0
assessor269	269	275	0	0
assessor116	116	276	0	0
assessor536	536	276	1	0
assessor424	424	276	0	0
assessor525	525	276	0	0
assessor269	269	276	0	0
assessor510	510	277	0	0
assessor266	266	277	0	0
assessor462	462	277	0	0
assessor478	478	277	1	0
assessor10	10	277	1	0
assessor434	434	278	0	0
assessor414	414	278	0	0
assessor295	295	278	1	0
assessor36	36	278	0	0
assessor519	519	278	0	0
assessor570	570	279	0	0
assessor56	56	279	0	0
assessor353	353	279	1	0
assessor261	261	279	0	0
assessor77	77	279	0	0
assessor354	354	280	0	0
assessor315	315	280	0	0
assessor221	221	280	1	0
assessor58	58	280	0	0
assessor507	507	280	0	0
assessor193	193	281	0	0
assessor475	475	281	1	0
assessor588	588	281	0	0
assessor249	249	281	1	0
assessor50	50	281	1	0
assessor312	312	282	0	0
assessor113	113	282	1	0
assessor504	504	282	1	0
assessor142	142	282	0	0
assessor516	516	282	0	0
assessor49	49	283	0	0
assessor386	386	283	0	0
assessor121	121	283	0	0
assessor319	319	283	0	0
assessor126	126	283	0	0
assessor167	167	284	0	0
assessor121	121	284	0	0
assessor28	28	284	0	0
assessor271	271	284	0	0
assessor486	486	284	0	0
assessor27	27	285	0	0
assessor38	38	285	0	0
assessor329	329	285	0	0
assessor262	262	285	0	0
assessor593	593	285	0	0
assessor57	57	286	0	0
assessor134	134	286	0	0
assessor512	512	286	0	0
assessor14	14	286	0	0
assessor434	434	286	0	0
assessor278	278	287	0	0
assessor88	88	287	0	0
assessor493	493	287	0	0
assessor593	593	287	1	0
assessor342	342	287	0	0
assessor198	198	288	1	0
assessor8	8	288	0	0
assessor353	353	288	0	0
assessor164	164	288	0	0
assessor307	307	288	0	0
assessor108	108	289	1	1
assessor129	129	289	1	1
assessor127	127	289	1	1
assessor253	253	289	0	1
assessor461	461	289	1	1
assessor555	555	290	0	0
assessor243	243	290	0	0
assessor389	389	290	0	0
assessor89	89	290	0	0
assessor509	509	290	1	0
assessor574	574	291	1	0
assessor553	553	291	0	0
assessor247	247	291	0	0
assessor271	271	291	0	0
assessor346	346	291	1	0
assessor407	407	292	0	0
assessor136	136	292	1	0
assessor528	528	292	1	0
assessor228	228	292	0	0
assessor457	457	292	1	0
assessor257	257	293	1	1
assessor210	210	293	0	1
assessor273	273	293	1	1
assessor226	226	293	1	1
assessor571	571	293	1	1
assessor462	462	294	0	0
assessor273	273	294	1	0
assessor593	593	294	0	0
assessor437	437	294	0	0
assessor516	516	294	0	0
assessor330	330	295	0	0
assessor433	433	295	0	0
assessor328	328	295	0	0
assessor75	75	295	0	0
assessor16	16	295	0	0
assessor571	571	296	0	0
assessor525	525	296	0	0
assessor122	122	296	0	0
assessor418	418	296	0	0
assessor309	309	296	0	0
assessor159	159	297	0	0
assessor221	221	297	0	0
assessor256	256	297	0	0
assessor538	538	297	0	0
assessor65	65	297	0	0
assessor66	66	298	0	0
assessor47	47	298	0	0
assessor288	288	298	0	0
assessor516	516	298	0	0
assessor147	147	298	0	0
assessor27	27	299	1	1
assessor575	575	299	1	1
assessor10	10	299	0	1
assessor30	30	299	1	1
assessor541	541	299	1	1
assessor479	479	300	0	0
assessor420	420	300	0	0
assessor162	162	300	0	0
assessor172	172	300	0	0
assessor453	453	300	0	0
assessor453	453	301	1	0
assessor434	434	301	0	0
assessor458	458	301	0	0
assessor70	70	301	1	0
assessor381	381	301	0	0
assessor401	401	302	1	0
assessor34	34	302	0	0
assessor408	408	302	0	0
assessor301	301	302	0	0
assessor341	341	302	0	0
assessor33	33	303	0	0
assessor259	259	303	0	0
assessor201	201	303	0	0
assessor232	232	303	0	0
assessor381	381	303	0	0
assessor167	167	304	0	0
assessor47	47	304	0	0
assessor581	581	304	0	0
assessor46	46	304	0	0
assessor542	542	304	0	0
assessor443	443	305	0	0
assessor198	198	305	0	0
assessor88	88	305	0	0
assessor556	556	305	0	0
assessor564	564	305	0	0
assessor598	598	306	0	0
assessor109	109	306	0	0
assessor237	237	306	0	0
assessor112	112	306	0	0
assessor137	137	306	0	0
assessor569	569	307	0	0
assessor482	482	307	0	0
assessor434	434	307	0	0
assessor314	314	307	0	0
assessor578	578	307	0	0
assessor565	565	308	0	0
assessor367	367	308	0	0
assessor467	467	308	0	0
assessor206	206	308	0	0
assessor17	17	308	0	0
assessor597	597	309	1	1
assessor116	116	309	1	1
assessor390	390	309	1	1
assessor385	385	309	1	1
assessor401	401	309	1	1
assessor274	274	310	0	0
assessor191	191	310	0	0
assessor55	55	310	0	0
assessor511	511	310	0	0
assessor306	306	310	1	0
assessor435	435	311	0	0
assessor189	189	311	0	0
assessor174	174	311	0	0
assessor456	456	311	1	0
assessor16	16	311	1	0
assessor399	399	312	0	0
assessor266	266	312	1	0
assessor463	463	312	0	0
assessor448	448	312	0	0
assessor366	366	312	0	0
assessor243	243	313	0	0
assessor363	363	313	0	0
assessor585	585	313	0	0
assessor190	190	313	0	0
assessor547	547	313	0	0
assessor528	528	314	0	0
assessor279	279	314	0	0
assessor178	178	314	1	0
assessor329	329	314	0	0
assessor157	157	314	0	0
assessor431	431	315	1	0
assessor407	407	315	0	0
assessor564	564	315	0	0
assessor82	82	315	0	0
assessor106	106	315	0	0
assessor339	339	316	0	0
assessor321	321	316	0	0
assessor240	240	316	0	0
assessor399	399	316	0	0
assessor26	26	316	0	0
assessor379	379	317	0	0
assessor36	36	317	1	0
assessor496	496	317	1	0
assessor10	10	317	0	0
assessor480	480	317	0	0
assessor472	472	318	0	0
assessor92	92	318	0	0
assessor453	453	318	1	0
assessor275	275	318	0	0
assessor118	118	318	0	0
assessor198	198	319	0	0
assessor185	185	319	0	0
assessor594	594	319	0	0
assessor168	168	319	0	0
assessor273	273	319	0	0
assessor321	321	320	0	0
assessor217	217	320	0	0
assessor222	222	320	0	0
assessor326	326	320	0	0
assessor165	165	320	0	0
assessor533	533	321	0	0
assessor55	55	321	0	0
assessor79	79	321	0	0
assessor395	395	321	0	0
assessor191	191	321	0	0
assessor481	481	322	0	0
assessor204	204	322	0	0
assessor355	355	322	1	0
assessor422	422	322	0	0
assessor151	151	322	0	0
assessor369	369	323	1	1
assessor252	252	323	1	1
assessor165	165	323	0	1
assessor140	140	323	1	1
assessor170	170	323	1	1
assessor577	577	324	0	1
assessor217	217	324	1	1
assessor242	242	324	1	1
assessor255	255	324	1	1
assessor441	441	324	1	1
assessor546	546	325	1	0
assessor341	341	325	1	0
assessor460	460	325	1	0
assessor297	297	325	0	0
assessor228	228	325	0	0
assessor163	163	326	0	0
assessor407	407	326	0	0
assessor490	490	326	0	0
assessor206	206	326	0	0
assessor252	252	326	0	0
assessor382	382	327	0	0
assessor555	555	327	0	0
assessor525	525	327	0	0
assessor454	454	327	0	0
assessor451	451	327	0	0
assessor460	460	328	0	1
assessor569	569	328	1	1
assessor307	307	328	1	1
assessor55	55	328	1	1
assessor528	528	328	1	1
assessor278	278	329	0	0
assessor599	599	329	0	0
assessor349	349	329	0	0
assessor146	146	329	0	0
assessor210	210	329	0	0
assessor462	462	330	0	0
assessor9	9	330	1	0
assessor166	166	330	0	0
assessor480	480	330	0	0
assessor60	60	330	0	0
assessor468	468	331	0	0
assessor152	152	331	0	0
assessor179	179	331	0	0
assessor172	172	331	0	0
assessor181	181	331	1	0
assessor467	467	332	0	0
assessor492	492	332	0	0
assessor54	54	332	0	0
assessor332	332	332	0	0
assessor571	571	332	1	0
assessor476	476	333	0	0
assessor530	530	333	0	0
assessor546	546	333	0	0
assessor290	290	333	0	0
assessor14	14	333	0	0
assessor447	447	334	0	0
assessor401	401	334	0	0
assessor106	106	334	0	0
assessor372	372	334	0	0
assessor208	208	334	0	0
assessor193	193	335	0	0
assessor126	126	335	0	0
assessor129	129	335	0	0
assessor286	286	335	0	0
assessor143	143	335	1	0
assessor291	291	336	0	0
assessor53	53	336	0	0
assessor559	559	336	0	0
assessor456	456	336	1	0
assessor42	42	336	0	0
assessor208	208	337	0	0
assessor292	292	337	0	0
assessor50	50	337	0	0
assessor242	242	337	0	0
assessor489	489	337	0	0
assessor396	396	338	0	1
assessor543	543	338	0	1
assessor421	421	338	0	1
assessor422	422	338	1	1
assessor586	586	338	1	1
assessor19	19	339	0	0
assessor9	9	339	0	0
assessor206	206	339	0	0
assessor188	188	339	0	0
assessor211	211	339	1	0
assessor596	596	340	0	0
assessor207	207	340	0	0
assessor243	243	340	0	0
assessor157	157	340	0	0
assessor475	475	340	1	0
assessor166	166	341	0	0
assessor482	482	341	0	0
assessor239	239	341	1	0
assessor507	507	341	0	0
assessor460	460	341	0	0
assessor276	276	342	0	0
assessor55	55	342	0	0
assessor95	95	342	0	0
assessor73	73	342	1	0
assessor588	588	342	0	0
assessor129	129	343	0	0
assessor409	409	343	0	0
assessor198	198	343	0	0
assessor82	82	343	0	0
assessor266	266	343	0	0
assessor172	172	344	1	1
assessor293	293	344	1	1
assessor280	280	344	1	1
assessor68	68	344	1	1
assessor563	563	344	1	1
assessor343	343	345	1	0
assessor37	37	345	1	0
assessor413	413	345	0	0
assessor171	171	345	0	0
assessor220	220	345	0	0
assessor299	299	346	0	0
assessor237	237	346	0	0
assessor144	144	346	0	0
assessor519	519	346	0	0
assessor527	527	346	1	0
assessor174	174	347	0	0
assessor409	409	347	0	0
assessor466	466	347	0	0
assessor420	420	347	0	0
assessor470	470	347	0	0
assessor297	297	348	0	0
assessor453	453	348	0	0
assessor268	268	348	0	0
assessor52	52	348	0	0
assessor505	505	348	0	0
assessor550	550	349	0	0
assessor42	42	349	0	0
assessor229	229	349	1	0
assessor136	136	349	0	0
assessor335	335	349	0	0
assessor480	480	350	0	0
assessor144	144	350	0	0
assessor337	337	350	0	0
assessor2	2	350	0	0
assessor197	197	350	0	0
assessor424	424	351	0	0
assessor376	376	351	0	0
assessor128	128	351	0	0
assessor255	255	351	0	0
assessor378	378	351	0	0
assessor140	140	352	1	0
assessor111	111	352	1	0
assessor159	159	352	0	0
assessor564	564	352	1	0
assessor330	330	352	0	0
assessor162	162	353	1	1
assessor479	479	353	1	1
assessor430	430	353	1	1
assessor512	512	353	0	1
assessor465	465	353	1	1
assessor221	221	354	1	0
assessor558	558	354	0	0
assessor71	71	354	0	0
assessor124	124	354	0	0
assessor333	333	354	0	0
assessor34	34	355	1	0
assessor236	236	355	0	0
assessor450	450	355	0	0
assessor402	402	355	0	0
assessor514	514	355	0	0
assessor183	183	356	0	0
assessor238	238	356	0	0
assessor413	413	356	0	0
assessor336	336	356	0	0
assessor596	596	356	0	0
assessor408	408	357	0	0
assessor74	74	357	0	0
assessor331	331	357	0	0
assessor361	361	357	1	0
assessor580	580	357	0	0
assessor564	564	358	0	0
assessor268	268	358	0	0
assessor356	356	358	0	0
assessor343	343	358	0	0
assessor49	49	358	0	0
assessor325	325	359	0	0
assessor87	87	359	0	0
assessor84	84	359	0	0
assessor26	26	359	0	0
assessor558	558	359	1	0
assessor383	383	360	0	0
assessor322	322	360	0	0
assessor220	220	360	0	0
assessor367	367	360	0	0
assessor482	482	360	0	0
assessor482	482	361	0	0
assessor554	554	361	0	0
assessor163	163	361	1	0
assessor539	539	361	0	0
assessor360	360	361	0	0
assessor135	135	362	0	0
assessor417	417	362	0	0
assessor117	117	362	0	0
assessor577	577	362	1	0
assessor544	544	362	0	0
assessor141	141	363	1	0
assessor385	385	363	0	0
assessor581	581	363	0	0
assessor231	231	363	0	0
assessor161	161	363	0	0
assessor392	392	364	0	0
assessor263	263	364	0	0
assessor439	439	364	0	0
assessor120	120	364	0	0
assessor184	184	364	0	0
assessor438	438	365	0	0
assessor15	15	365	0	0
assessor324	324	365	1	0
assessor599	599	365	0	0
assessor57	57	365	0	0
assessor410	410	366	0	0
assessor409	409	366	0	0
assessor338	338	366	0	0
assessor486	486	366	0	0
assessor86	86	366	0	0
assessor382	382	367	0	0
assessor124	124	367	0	0
assessor34	34	367	0	0
assessor350	350	367	0	0
assessor513	513	367	0	0
assessor434	434	368	1	0
assessor468	468	368	0	0
assessor430	430	368	1	0
assessor87	87	368	0	0
assessor274	274	368	0	0
assessor467	467	369	0	0
assessor227	227	369	0	0
assessor282	282	369	0	0
assessor304	304	369	0	0
assessor410	410	369	0	0
assessor597	597	370	1	0
assessor554	554	370	0	0
assessor592	592	370	0	0
assessor573	573	370	0	0
assessor360	360	370	0	0
assessor199	199	371	0	1
assessor510	510	371	0	1
assessor133	133	371	0	1
assessor312	312	371	1	1
assessor24	24	371	1	1
assessor556	556	372	1	0
assessor355	355	372	0	0
assessor504	504	372	0	0
assessor139	139	372	0	0
assessor257	257	372	1	0
assessor432	432	373	0	0
assessor278	278	373	0	0
assessor38	38	373	0	0
assessor168	168	373	1	0
assessor111	111	373	0	0
assessor318	318	374	0	0
assessor434	434	374	1	0
assessor566	566	374	0	0
assessor115	115	374	0	0
assessor329	329	374	0	0
assessor333	333	375	0	0
assessor302	302	375	0	0
assessor271	271	375	0	0
assessor343	343	375	0	0
assessor109	109	375	0	0
assessor586	586	376	0	0
assessor564	564	376	0	0
assessor164	164	376	0	0
assessor269	269	376	0	0
assessor473	473	376	0	0
assessor423	423	377	0	0
assessor564	564	377	0	0
assessor257	257	377	0	0
assessor185	185	377	0	0
assessor116	116	377	0	0
assessor267	267	378	0	0
assessor428	428	378	0	0
assessor24	24	378	0	0
assessor307	307	378	0	0
assessor274	274	378	0	0
assessor264	264	379	0	0
assessor271	271	379	0	0
assessor565	565	379	0	0
assessor285	285	379	0	0
assessor314	314	379	0	0
assessor469	469	380	0	0
assessor180	180	380	1	0
assessor288	288	380	0	0
assessor112	112	380	0	0
assessor365	365	380	0	0
assessor113	113	381	0	0
assessor135	135	381	1	0
assessor265	265	381	0	0
assessor334	334	381	1	0
assessor91	91	381	0	0
assessor279	279	382	0	0
assessor235	235	382	0	0
assessor286	286	382	1	0
assessor404	404	382	0	0
assessor172	172	382	0	0
assessor48	48	383	0	0
assessor156	156	383	1	0
assessor421	421	383	0	0
assessor22	22	383	0	0
assessor379	379	383	0	0
assessor367	367	384	0	0
assessor285	285	384	0	0
assessor551	551	384	0	0
assessor344	344	384	0	0
